source,target,weight
Pilczycka / Kozanowska,wieradowska (Ferio Gaj ),3
Pilczycka / Kozanowska,Żernicka,1
Pilczycka / Kozanowska,Żmigrodzka / Broniewskiego,2
Pilczycka / Kozanowska,Żmigrodzka / Marino,1
Piławska,Bacciarellego / pętla autobusowa,1
Piławska,Borowska (Uniw. Szpital Kliniczny),6
Piławska,Buforowa - Vivaldiego,1
Piławska,Gliniana / Gajowa,1
Piławska,Grota-Roweckiego / Parafialna,3
Piławska,Grota-Roweckiego/Iwaszkiewicza,1
Piławska,Hubska / Prudnicka,2
Piławska,Kamienna / Borowska (Aquapark),1
Piławska,Kociuszki / Komuny Paryskiej / Zgodna,1
Piławska,Mocickiego / Chińska ,1
Piławska,Piławska,9
Piławska,Powstańcow lšskich / Aleja Hallera,1
Piławska,Powstańców lšskich/Orla,1
Piławska,Przyjani / Karkonoska,2
Piławska,Tarnogajska / Klimasa,2
Piławska,Zwycięska / Ołtaszyńska,2
Piławska,al. Armii Krajowej / Bardzka,3
Piławska,al. Armii Krajowej / Borowska,3
Piławska,lężna / pętla tramwajowa,2
Piławska,rubowa / Strzegomska,2
Piławska,widnicka / Piłsudskiego (Hotel Scandic),1
Piławska,wieradowska (Ferio Gaj ),6
Piławska,wieradowska / Krynicka,3
Piłsudskiego 13 od Jump Hall,Drobnera / Dubois,1
Piłsudskiego 13 od Jump Hall,Dworzec Główny,3
Piłsudskiego 13 od Jump Hall,Dworzec Główny południe,1
Piłsudskiego 13 od Jump Hall,Dyrekcyjna / Borowska (Wroclavia),3
Piłsudskiego 13 od Jump Hall,Grabiszyńska / Aleja Hallera,1
Piłsudskiego 13 od Jump Hall,Grabiszyńska / Magazynierska (Corte Verona),3
Piłsudskiego 13 od Jump Hall,Grabiszyńska / Stalowa,6
Piłsudskiego 13 od Jump Hall,Hallera / Odkrywców,1
Piłsudskiego 13 od Jump Hall,Hubska / Prudnicka,2
Piłsudskiego 13 od Jump Hall,Jagiełły / Dmowskiego,1
Piłsudskiego 13 od Jump Hall,Kazimierza Wielkiego (Helios),2
Piłsudskiego 13 od Jump Hall,Komandorska / Sanocka,2
Piłsudskiego 13 od Jump Hall,Kołłštaja / Podwale,1
Piłsudskiego 13 od Jump Hall,Kurkowa / Dubois,1
Piłsudskiego 13 od Jump Hall,Legnicka (Park Magnolia),1
Piłsudskiego 13 od Jump Hall,Legnicka / Młodych Techników,2
Piłsudskiego 13 od Jump Hall,Legnicka / Zachodnia ,1
Piłsudskiego 13 od Jump Hall,Nowowiejska / Jednoci Narodowej,1
Piłsudskiego 13 od Jump Hall,Nyska / Jesionowa,3
Piłsudskiego 13 od Jump Hall,Pereca / Grabiszyńska,2
Piłsudskiego 13 od Jump Hall,Piłsudskiego 13 od Jump Hall,7
Piłsudskiego 13 od Jump Hall,Plac Jana Pawła II (Akademia Muzyczna),2
Piłsudskiego 13 od Jump Hall,Plac Kociuszki (Renoma),1
Piłsudskiego 13 od Jump Hall,Plac Legionów,5
Piłsudskiego 13 od Jump Hall,Plac Powstańców lšskich,4
Piłsudskiego 13 od Jump Hall,Plac Strzegomski / Poznańska,1
Piłsudskiego 13 od Jump Hall,Plac więtego Macieja / Trzebnicka,1
Piłsudskiego 13 od Jump Hall,Powstańców lšskich (Arkady Wrocławskie),1
Piłsudskiego 13 od Jump Hall,Robotnicza / Fabryczna,1
Piłsudskiego 13 od Jump Hall,Rynek,1
Piłsudskiego 13 od Jump Hall,Sienkiewicza / Wyszyńskiego,1
Piłsudskiego 13 od Jump Hall,Szczęliwa (Sky Tower),3
Piłsudskiego 13 od Jump Hall,Szewska / Kazimierza Wielkiego ,3
Piłsudskiego 13 od Jump Hall,Zaporoska / Gajowicka,1
Piłsudskiego 13 od Jump Hall,Zaporoska / Grabiszyńska,6
Piłsudskiego 13 od Jump Hall,al. Armii Krajowej / Borowska,1
Piłsudskiego 13 od Jump Hall,pl. Orlšt Lwowskich,2
Piłsudskiego 13 od Jump Hall,rubowa / Strzegomska,1
Piłsudskiego 13 od Jump Hall,widnicka / Piłsudskiego (Hotel Scandic),1
Plac Dominikański (Galeria Dominikańska),Aleja Bielany,2
Plac Dominikański (Galeria Dominikańska),Aleja Hallera / Mielecka,11
Plac Dominikański (Galeria Dominikańska),Aleja Kromera,59
Plac Dominikański (Galeria Dominikańska),Angel,8
Plac Dominikański (Galeria Dominikańska),Bacciarellego,4
Plac Dominikański (Galeria Dominikańska),Bacciarellego / pętla autobusowa,6
Plac Dominikański (Galeria Dominikańska),Bardzka / Piękna,16
Plac Dominikański (Galeria Dominikańska),Bałtycka / Żmigrodzka,9
Plac Dominikański (Galeria Dominikańska),Berenta / Kasprowicza,7
Plac Dominikański (Galeria Dominikańska),Bezpieczna / Obornicka,8
Plac Dominikański (Galeria Dominikańska),Boguszowska / Kosmonautów,1
Plac Dominikański (Galeria Dominikańska),Borowska (Uniw. Szpital Kliniczny),27
Plac Dominikański (Galeria Dominikańska),Buforowa - Vivaldiego,3
Plac Dominikański (Galeria Dominikańska),Bystrzycka / Idzikowskiego,1
Plac Dominikański (Galeria Dominikańska),Centrum Handlowe Auchan Bielany,1
Plac Dominikański (Galeria Dominikańska),Czekoladowa / Wałbrzyska,2
Plac Dominikański (Galeria Dominikańska),Drobnera / Dubois,157
Plac Dominikański (Galeria Dominikańska),Drobnera / Plac Bema,182
Plac Dominikański (Galeria Dominikańska),Drzewieckiego / Dedala,1
Plac Dominikański (Galeria Dominikańska),Dworzec Główny,333
Plac Dominikański (Galeria Dominikańska),Dworzec Główny południe,115
Plac Dominikański (Galeria Dominikańska),Dyrekcyjna / Borowska (Wroclavia),73
Plac Dominikański (Galeria Dominikańska),Fabryczna / Wagonowa,6
Plac Dominikański (Galeria Dominikańska),Fosa Miejska ,153
Plac Dominikański (Galeria Dominikańska),Gliniana / Gajowa,29
Plac Dominikański (Galeria Dominikańska),Gorlicka / Litewska,8
Plac Dominikański (Galeria Dominikańska),Gorlicka/Stanety,1
Plac Dominikański (Galeria Dominikańska),Grabiszyńska / Aleja Hallera,11
Plac Dominikański (Galeria Dominikańska),Grabiszyńska / Magazynierska (Corte Verona),13
Plac Dominikański (Galeria Dominikańska),Grabiszyńska / Stalowa,29
Plac Dominikański (Galeria Dominikańska),Graniczna / Strzegomska,3
Plac Dominikański (Galeria Dominikańska),Grochowa / Jemiołowa,9
Plac Dominikański (Galeria Dominikańska),Grota-Roweckiego / Parafialna,7
Plac Dominikański (Galeria Dominikańska),Hallera / Odkrywców,1
Plac Dominikański (Galeria Dominikańska),Hubska / Prudnicka,60
Plac Dominikański (Galeria Dominikańska),Jagiełły / Dmowskiego,55
Plac Dominikański (Galeria Dominikańska),Jagodzińska / Buforowa,1
Plac Dominikański (Galeria Dominikańska),Janiszewskiego (PWr),69
Plac Dominikański (Galeria Dominikańska),Jednoci Narodowej / Wyszyńskiego,30
Plac Dominikański (Galeria Dominikańska),Jerzmanowska,1
Plac Dominikański (Galeria Dominikańska),Joliot-Curie (Uwr),38
Plac Dominikański (Galeria Dominikańska),Kamienna / Borowska (Aquapark),38
Plac Dominikański (Galeria Dominikańska),Kamienna / Tomaszowska,36
Plac Dominikański (Galeria Dominikańska),Kamieńskiego,1
Plac Dominikański (Galeria Dominikańska),Kamieńskiego / Jutrosińska,5
Plac Dominikański (Galeria Dominikańska),Karwińska / Opolska,19
Plac Dominikański (Galeria Dominikańska),Kasprowicza / Syrokomli,9
Plac Dominikański (Galeria Dominikańska),Kazimierza Wielkiego (Helios),131
Plac Dominikański (Galeria Dominikańska),Kiełczowska,2
Plac Dominikański (Galeria Dominikańska),Komandorska / Kamienna,20
Plac Dominikański (Galeria Dominikańska),Komandorska / Sanocka,15
Plac Dominikański (Galeria Dominikańska),Konduktorska,7
Plac Dominikański (Galeria Dominikańska),Koszarowa / UWr,4
Plac Dominikański (Galeria Dominikańska),Kozanowska / Pilczycka,1
Plac Dominikański (Galeria Dominikańska),Kołłštaja / Podwale,73
Plac Dominikański (Galeria Dominikańska),Kociuszki / Komuny Paryskiej / Zgodna,257
Plac Dominikański (Galeria Dominikańska),Kociuszki / Pułaskiego,361
Plac Dominikański (Galeria Dominikańska),Krakowska / Leroy Merlin,86
Plac Dominikański (Galeria Dominikańska),Kraszewskiego / Trzebnicka,25
Plac Dominikański (Galeria Dominikańska),Krucza / Mielecka / Stalowa,14
Plac Dominikański (Galeria Dominikańska),Krzycka / Aleja Karkonoska (Park Południowy),5
Plac Dominikański (Galeria Dominikańska),Krzywoustego - Rynek Psie Pole,13
Plac Dominikański (Galeria Dominikańska),Krzywoustego / Korona,2
Plac Dominikański (Galeria Dominikańska),Kurkowa / Dubois,45
Plac Dominikański (Galeria Dominikańska),Legnicka (Park Magnolia),27
Plac Dominikański (Galeria Dominikańska),Legnicka / Młodych Techników,71
Plac Dominikański (Galeria Dominikańska),Legnicka / Wejherowska,13
Plac Dominikański (Galeria Dominikańska),Legnicka / Zachodnia ,31
Plac Dominikański (Galeria Dominikańska),Lotnicza / Bajana,9
Plac Dominikański (Galeria Dominikańska),Lotnicza / Na Ostatnim Groszu,5
Plac Dominikański (Galeria Dominikańska),Marca Polo (Olimpia Port),12
Plac Dominikański (Galeria Dominikańska),Malicka / Stodolna,4
Plac Dominikański (Galeria Dominikańska),Mickiewicza / pętla tramwajowa,14
Plac Dominikański (Galeria Dominikańska),Miłoszycka / Swojczycka,1
Plac Dominikański (Galeria Dominikańska),Mińska / stanisławowska,2
Plac Dominikański (Galeria Dominikańska),Mocickiego (stacja kolejowa),4
Plac Dominikański (Galeria Dominikańska),Mršgowska / Rolna,3
Plac Dominikański (Galeria Dominikańska),Młodych Techników,23
Plac Dominikański (Galeria Dominikańska),Na Grobli (PWr - Geocentrum),132
Plac Dominikański (Galeria Dominikańska),Na Ostatnim Groszu,1
Plac Dominikański (Galeria Dominikańska),Norwida / Wyspiańskiego (PWr),107
Plac Dominikański (Galeria Dominikańska),Nowowiejska / Górnickiego,149
Plac Dominikański (Galeria Dominikańska),Nowowiejska / Jednoci Narodowej,62
Plac Dominikański (Galeria Dominikańska),Nowowiejska / Wyszyńskiego,142
Plac Dominikański (Galeria Dominikańska),Nyska / Jesionowa,45
Plac Dominikański (Galeria Dominikańska),Nyska / Piękna,19
Plac Dominikański (Galeria Dominikańska),Obornicka / Bałtycka,11
Plac Dominikański (Galeria Dominikańska),Olszewskiego / Spółdzielcza,19
Plac Dominikański (Galeria Dominikańska),Olszewskiego pętla tramwajowa,4
Plac Dominikański (Galeria Dominikańska),Opolska / Siemianowicka,6
Plac Dominikański (Galeria Dominikańska),Opolska / pętla tramwajowa,20
Plac Dominikański (Galeria Dominikańska),Oporów (pętla tramwajowa),2
Plac Dominikański (Galeria Dominikańska),Osobowicka - pętla tramwajowa,1
Plac Dominikański (Galeria Dominikańska),Osobowicka / Ostrowska,4
Plac Dominikański (Galeria Dominikańska),Paprotna / Obornicka zajezdnia MPK,1
Plac Dominikański (Galeria Dominikańska),Partyzantów / Okrzei,9
Plac Dominikański (Galeria Dominikańska),Pereca / Grabiszyńska,31
Plac Dominikański (Galeria Dominikańska),Piaskowa / w. Ducha,152
Plac Dominikański (Galeria Dominikańska),Pilczycka (Stadion Miejski),4
Plac Dominikański (Galeria Dominikańska),Pilczycka / Kozanowska,2
Plac Dominikański (Galeria Dominikańska),Plac Dominikański (Galeria Dominikańska),1509
Plac Dominikański (Galeria Dominikańska),Plac Grunwaldzki (DS Ołówek),55
Plac Dominikański (Galeria Dominikańska),Plac Grunwaldzki / Polaka,223
Plac Dominikański (Galeria Dominikańska),Plac Jana Pawła II (Akademia Muzyczna),52
Plac Dominikański (Galeria Dominikańska),Plac Kociuszki (Renoma),56
Plac Dominikański (Galeria Dominikańska),Plac Legionów,57
Plac Dominikański (Galeria Dominikańska),Plac Powstańców Warszawy (Muzeum Narodowe),147
Plac Dominikański (Galeria Dominikańska),Plac Powstańców lšskich,39
Plac Dominikański (Galeria Dominikańska),Plac Staszica,18
Plac Dominikański (Galeria Dominikańska),Plac Strzegomski / Poznańska,43
Plac Dominikański (Galeria Dominikańska),Plac Uniwersytecki (UWr),113
Plac Dominikański (Galeria Dominikańska),Plac więtego Macieja / Trzebnicka,51
Plac Dominikański (Galeria Dominikańska),Poleska / Litewska,2
Plac Dominikański (Galeria Dominikańska),Poniatowskiego / Olenicka,83
Plac Dominikański (Galeria Dominikańska),Popowicka,6
Plac Dominikański (Galeria Dominikańska),Popowicka / Niedwiedzia,2
Plac Dominikański (Galeria Dominikańska),Powstańcow lšskich / Aleja Hallera,63
Plac Dominikański (Galeria Dominikańska),Powstańców lšskich (Arkady Wrocławskie),83
Plac Dominikański (Galeria Dominikańska),Promenady Wrocławskie,67
Plac Dominikański (Galeria Dominikańska),Przyjani,9
Plac Dominikański (Galeria Dominikańska),Przyjani / Karkonoska,1
Plac Dominikański (Galeria Dominikańska),Racławicka / Rymarska,3
Plac Dominikański (Galeria Dominikańska),Radeckiego / Marcinkowskiego (Uniw. Medyczny - CNIM),12
Plac Dominikański (Galeria Dominikańska),Rakowiecka,3
Plac Dominikański (Galeria Dominikańska),Reymonta / Kleczkowska,20
Plac Dominikański (Galeria Dominikańska),Robotnicza / Fabryczna,7
Plac Dominikański (Galeria Dominikańska),Rogowska / Zemska,1
Plac Dominikański (Galeria Dominikańska),Rondo Reagana,314
Plac Dominikański (Galeria Dominikańska),Rynek,168
Plac Dominikański (Galeria Dominikańska),Semaforowa,1
Plac Dominikański (Galeria Dominikańska),Sienkiewicza / Piastowska,54
Plac Dominikański (Galeria Dominikańska),Sienkiewicza / Wyszyńskiego,142
Plac Dominikański (Galeria Dominikańska),Skarbowców / Wietrzna,5
Plac Dominikański (Galeria Dominikańska),Sołtysowicka / Redycka,2
Plac Dominikański (Galeria Dominikańska),Stacyjna (Dworzec Mikołajów),10
Plac Dominikański (Galeria Dominikańska),Stadion Olimpijski,5
Plac Dominikański (Galeria Dominikańska),Strachocińska / Wieniacza,2
Plac Dominikański (Galeria Dominikańska),Strzegomska / Rogowska,1
Plac Dominikański (Galeria Dominikańska),Szczęliwa (Sky Tower),102
Plac Dominikański (Galeria Dominikańska),Szewska / Kazimierza Wielkiego ,108
Plac Dominikański (Galeria Dominikańska),Tarnogajska / Klimasa,8
Plac Dominikański (Galeria Dominikańska),Traktatowa (przystanek kolejowy),1
Plac Dominikański (Galeria Dominikańska),Traugutta / Kociuszki,156
Plac Dominikański (Galeria Dominikańska),Traugutta / Pułaskiego,370
Plac Dominikański (Galeria Dominikańska),Wałbrzyska - pętla tramwajowa,7
Plac Dominikański (Galeria Dominikańska),Wilanowska,2
Plac Dominikański (Galeria Dominikańska),Wita Stwosza / Szewska,141
Plac Dominikański (Galeria Dominikańska),Wróblewskiego (Teki),80
Plac Dominikański (Galeria Dominikańska),Wróblewskiego (ZOO),90
Plac Dominikański (Galeria Dominikańska),Wyszyńskiego / Szczytnicka,435
Plac Dominikański (Galeria Dominikańska),Zachodnia / Poznańska,11
Plac Dominikański (Galeria Dominikańska),Zaporoska / Gajowicka,25
Plac Dominikański (Galeria Dominikańska),Zaporoska / Grabiszyńska,118
Plac Dominikański (Galeria Dominikańska),Zaporoska / Wielka / Krucza,10
Plac Dominikański (Galeria Dominikańska),Zatorska / Królewska - pętla MPK,4
Plac Dominikański (Galeria Dominikańska),Zwycięska / Agrestowa,4
Plac Dominikański (Galeria Dominikańska),Zwycięska / Ołtaszyńska,7
Plac Dominikański (Galeria Dominikańska),al. Armii Krajowej / Bardzka,22
Plac Dominikański (Galeria Dominikańska),al. Armii Krajowej / Borowska,60
Plac Dominikański (Galeria Dominikańska),al. Armii Krajowej / Tarnogajska,1
Plac Dominikański (Galeria Dominikańska),al. Brücknera / Kwidzyńska,5
Plac Dominikański (Galeria Dominikańska),al. Karkonoska / Jedziecka,2
Plac Dominikański (Galeria Dominikańska),al. Kochanowskiego / Kopernika,76
Plac Dominikański (Galeria Dominikańska),al. Kochanowskiego / niadeckich ,16
Plac Dominikański (Galeria Dominikańska),pl. Orlšt Lwowskich,47
Plac Dominikański (Galeria Dominikańska),pl. Powstańców Wielkopolskich,23
Plac Dominikański (Galeria Dominikańska),Łukasiewicza / Smoluchowskiego (PWr),52
Plac Dominikański (Galeria Dominikańska),lężna / Aleja Winiowa,35
Plac Dominikański (Galeria Dominikańska),lężna / Kamienna (Uniw. Ekonomiczny),52
Plac Dominikański (Galeria Dominikańska),lężna / Skierniewicka,10
Plac Dominikański (Galeria Dominikańska),lężna / pętla tramwajowa,5
Plac Dominikański (Galeria Dominikańska),rubowa / Strzegomska,26
Plac Dominikański (Galeria Dominikańska),widnicka / Piłsudskiego (Hotel Scandic),53
Plac Dominikański (Galeria Dominikańska),wieradowska (Ferio Gaj ),38
Plac Dominikański (Galeria Dominikańska),wieradowska / Krynicka,12
Plac Dominikański (Galeria Dominikańska),Żelazna / Pereca,14
Plac Dominikański (Galeria Dominikańska),Żernicka,1
Plac Dominikański (Galeria Dominikańska),Żeromskiego / Daszyńskiego,25
Plac Dominikański (Galeria Dominikańska),Żeromskiego / Kluczborska,62
Plac Dominikański (Galeria Dominikańska),Żmigrodzka / Broniewskiego,7
Plac Dominikański (Galeria Dominikańska),Żmigrodzka / Marino,1
Plac Grunwaldzki (DS Ołówek),Aleja Hallera / Mielecka,1
Plac Grunwaldzki (DS Ołówek),Aleja Kromera,40
Plac Grunwaldzki (DS Ołówek),Angel,1
Plac Grunwaldzki (DS Ołówek),Bacciarellego,7
Plac Grunwaldzki (DS Ołówek),Bacciarellego / pętla autobusowa,6
Plac Grunwaldzki (DS Ołówek),Bardzka / Piękna,3
Plac Grunwaldzki (DS Ołówek),Berenta / Kasprowicza,7
Plac Grunwaldzki (DS Ołówek),Bezpieczna / Obornicka,1
Plac Grunwaldzki (DS Ołówek),Drobnera / Dubois,13
Plac Grunwaldzki (DS Ołówek),Drobnera / Plac Bema,49
Plac Grunwaldzki (DS Ołówek),Dworzec Główny,23
Plac Grunwaldzki (DS Ołówek),Dworzec Główny południe,11
Plac Grunwaldzki (DS Ołówek),Dyrekcyjna / Borowska (Wroclavia),4
Plac Grunwaldzki (DS Ołówek),Fosa Miejska ,21
Plac Grunwaldzki (DS Ołówek),Gliniana / Gajowa,8
Plac Grunwaldzki (DS Ołówek),Gorlicka / Litewska,1
Plac Grunwaldzki (DS Ołówek),Grabiszyńska / Aleja Hallera,1
Plac Grunwaldzki (DS Ołówek),Grabiszyńska / Magazynierska (Corte Verona),1
Plac Grunwaldzki (DS Ołówek),Grabiszyńska / Stalowa,1
Plac Grunwaldzki (DS Ołówek),Hubska / Prudnicka,7
Plac Grunwaldzki (DS Ołówek),Jagiełły / Dmowskiego,5
Plac Grunwaldzki (DS Ołówek),Janiszewskiego (PWr),122
Plac Grunwaldzki (DS Ołówek),Jednoci Narodowej / Wyszyńskiego,32
Plac Grunwaldzki (DS Ołówek),Joliot-Curie (Uwr),20
Plac Grunwaldzki (DS Ołówek),Kamienna / Borowska (Aquapark),3
Plac Grunwaldzki (DS Ołówek),Kamienna / Tomaszowska,3
Plac Grunwaldzki (DS Ołówek),Kamieńskiego / Jutrosińska,1
Plac Grunwaldzki (DS Ołówek),Kasprowicza / Syrokomli,4
Plac Grunwaldzki (DS Ołówek),Kazimierza Wielkiego (Helios),21
Plac Grunwaldzki (DS Ołówek),Kiełczowska,2
Plac Grunwaldzki (DS Ołówek),Komandorska / Sanocka,1
Plac Grunwaldzki (DS Ołówek),Konduktorska,1
Plac Grunwaldzki (DS Ołówek),Koszarowa / UWr,7
Plac Grunwaldzki (DS Ołówek),Kołłštaja / Podwale,16
Plac Grunwaldzki (DS Ołówek),Kociuszki / Komuny Paryskiej / Zgodna,14
Plac Grunwaldzki (DS Ołówek),Kociuszki / Pułaskiego,24
Plac Grunwaldzki (DS Ołówek),Krakowska / Leroy Merlin,2
Plac Grunwaldzki (DS Ołówek),Kraszewskiego / Trzebnicka,1
Plac Grunwaldzki (DS Ołówek),Krucza / Mielecka / Stalowa,1
Plac Grunwaldzki (DS Ołówek),Krzywoustego - Rynek Psie Pole,4
Plac Grunwaldzki (DS Ołówek),Krzywoustego / Korona,17
Plac Grunwaldzki (DS Ołówek),Kurkowa / Dubois,14
Plac Grunwaldzki (DS Ołówek),Legnicka / Młodych Techników,8
Plac Grunwaldzki (DS Ołówek),Legnicka / Wejherowska,4
Plac Grunwaldzki (DS Ołówek),Legnicka / Zachodnia ,3
Plac Grunwaldzki (DS Ołówek),Lotnicza / Na Ostatnim Groszu,1
Plac Grunwaldzki (DS Ołówek),Marca Polo (Olimpia Port),15
Plac Grunwaldzki (DS Ołówek),Malicka / Stodolna,1
Plac Grunwaldzki (DS Ołówek),Mickiewicza / pętla tramwajowa,24
Plac Grunwaldzki (DS Ołówek),Mocickiego (stacja kolejowa),1
Plac Grunwaldzki (DS Ołówek),Młodych Techników,1
Plac Grunwaldzki (DS Ołówek),Na Grobli (PWr - Geocentrum),36
Plac Grunwaldzki (DS Ołówek),Na Ostatnim Groszu,1
Plac Grunwaldzki (DS Ołówek),Norwida / Wyspiańskiego (PWr),49
Plac Grunwaldzki (DS Ołówek),Nowowiejska / Górnickiego,82
Plac Grunwaldzki (DS Ołówek),Nowowiejska / Jednoci Narodowej,22
Plac Grunwaldzki (DS Ołówek),Nowowiejska / Wyszyńskiego,70
Plac Grunwaldzki (DS Ołówek),Nyska / Jesionowa,4
Plac Grunwaldzki (DS Ołówek),Nyska / Piękna,1
Plac Grunwaldzki (DS Ołówek),Olszewskiego / Spółdzielcza,21
Plac Grunwaldzki (DS Ołówek),Olszewskiego pętla tramwajowa,3
Plac Grunwaldzki (DS Ołówek),Opolska / pętla tramwajowa,1
Plac Grunwaldzki (DS Ołówek),Osobowicka - pętla tramwajowa,4
Plac Grunwaldzki (DS Ołówek),Partyzantów / Okrzei,26
Plac Grunwaldzki (DS Ołówek),Piaskowa / w. Ducha,45
Plac Grunwaldzki (DS Ołówek),Pilczycka / Koszykarska,4
Plac Grunwaldzki (DS Ołówek),Pilczycka / Kozanowska,4
Plac Grunwaldzki (DS Ołówek),Plac Dominikański (Galeria Dominikańska),55
Plac Grunwaldzki (DS Ołówek),Plac Grunwaldzki (DS Ołówek),494
Plac Grunwaldzki (DS Ołówek),Plac Grunwaldzki / Polaka,115
Plac Grunwaldzki (DS Ołówek),Plac Jana Pawła II (Akademia Muzyczna),5
Plac Grunwaldzki (DS Ołówek),Plac Kociuszki (Renoma),11
Plac Grunwaldzki (DS Ołówek),Plac Legionów,6
Plac Grunwaldzki (DS Ołówek),Plac Powstańców Warszawy (Muzeum Narodowe),25
Plac Grunwaldzki (DS Ołówek),Plac Powstańców lšskich,3
Plac Grunwaldzki (DS Ołówek),Plac Staszica,2
Plac Grunwaldzki (DS Ołówek),Plac Strzegomski / Poznańska,4
Plac Grunwaldzki (DS Ołówek),Plac Uniwersytecki (UWr),36
Plac Grunwaldzki (DS Ołówek),Plac więtego Macieja / Trzebnicka,15
Plac Grunwaldzki (DS Ołówek),Poniatowskiego / Olenicka,15
Plac Grunwaldzki (DS Ołówek),Popowicka,2
Plac Grunwaldzki (DS Ołówek),Popowicka / Niedwiedzia,3
Plac Grunwaldzki (DS Ołówek),Powstańcow lšskich / Aleja Hallera,1
Plac Grunwaldzki (DS Ołówek),Powstańców lšskich (Arkady Wrocławskie),8
Plac Grunwaldzki (DS Ołówek),Promenady Wrocławskie,16
Plac Grunwaldzki (DS Ołówek),Przyjani,3
Plac Grunwaldzki (DS Ołówek),Radeckiego / Marcinkowskiego (Uniw. Medyczny - CNIM),28
Plac Grunwaldzki (DS Ołówek),Rakowiecka,2
Plac Grunwaldzki (DS Ołówek),Reymonta / Kleczkowska,3
Plac Grunwaldzki (DS Ołówek),Rondo Reagana,375
Plac Grunwaldzki (DS Ołówek),Rynek,24
Plac Grunwaldzki (DS Ołówek),Sienkiewicza / Piastowska,40
Plac Grunwaldzki (DS Ołówek),Sienkiewicza / Wyszyńskiego,57
Plac Grunwaldzki (DS Ołówek),Sołtysowicka / Redycka,6
Plac Grunwaldzki (DS Ołówek),Stabłowicka / Główna,1
Plac Grunwaldzki (DS Ołówek),Stadion Olimpijski,7
Plac Grunwaldzki (DS Ołówek),Strachocińska / Wieniacza,1
Plac Grunwaldzki (DS Ołówek),Szczęliwa (Sky Tower),4
Plac Grunwaldzki (DS Ołówek),Szewska / Kazimierza Wielkiego ,26
Plac Grunwaldzki (DS Ołówek),Tarnogajska / Klimasa,1
Plac Grunwaldzki (DS Ołówek),Traugutta / Kociuszki,12
Plac Grunwaldzki (DS Ołówek),Traugutta / Pułaskiego,31
Plac Grunwaldzki (DS Ołówek),Tyrmanda / Trawowa,1
Plac Grunwaldzki (DS Ołówek),Wita Stwosza / Szewska,31
Plac Grunwaldzki (DS Ołówek),Wróblewskiego (Teki),105
Plac Grunwaldzki (DS Ołówek),Wróblewskiego (ZOO),59
Plac Grunwaldzki (DS Ołówek),Wyszyńskiego / Szczytnicka,107
Plac Grunwaldzki (DS Ołówek),Zachodnia / Poznańska,1
Plac Grunwaldzki (DS Ołówek),Zaporoska / Gajowicka,1
Plac Grunwaldzki (DS Ołówek),Zaporoska / Grabiszyńska,2
Plac Grunwaldzki (DS Ołówek),Zaporoska / Wielka / Krucza,1
Plac Grunwaldzki (DS Ołówek),Zatorska / Królewska - pętla MPK,1
Plac Grunwaldzki (DS Ołówek),al. Armii Krajowej / Bardzka,12
Plac Grunwaldzki (DS Ołówek),al. Armii Krajowej / Borowska,2
Plac Grunwaldzki (DS Ołówek),al. Brücknera / Kwidzyńska,44
Plac Grunwaldzki (DS Ołówek),al. Jana III Sobieskiego / stacja kolejowa,2
Plac Grunwaldzki (DS Ołówek),al. Kochanowskiego / Kopernika,134
Plac Grunwaldzki (DS Ołówek),al. Kochanowskiego / niadeckich ,57
Plac Grunwaldzki (DS Ołówek),al. Poprzeczna / stacja kolejowa,8
Plac Grunwaldzki (DS Ołówek),pl. Orlšt Lwowskich,1
Plac Grunwaldzki (DS Ołówek),pl. Powstańców Wielkopolskich,12
Plac Grunwaldzki (DS Ołówek),Łukasiewicza / Smoluchowskiego (PWr),159
Plac Grunwaldzki (DS Ołówek),lężna / Aleja Winiowa,2
Plac Grunwaldzki (DS Ołówek),lężna / Kamienna (Uniw. Ekonomiczny),4
Plac Grunwaldzki (DS Ołówek),lężna / Skierniewicka,2
Plac Grunwaldzki (DS Ołówek),rubowa / Strzegomska,3
Plac Grunwaldzki (DS Ołówek),widnicka / Piłsudskiego (Hotel Scandic),4
Plac Grunwaldzki (DS Ołówek),wieradowska (Ferio Gaj ),1
Plac Grunwaldzki (DS Ołówek),Żeromskiego / Daszyńskiego,7
Plac Grunwaldzki (DS Ołówek),Żeromskiego / Kluczborska,13
Plac Grunwaldzki (DS Ołówek),Żmigrodzka / Broniewskiego,3
Plac Grunwaldzki / Polaka,Aleja Hallera / Mielecka,1
Plac Grunwaldzki / Polaka,Aleja Kromera,20
Plac Grunwaldzki / Polaka,Angel,3
Plac Grunwaldzki / Polaka,Bacciarellego,4
Plac Grunwaldzki / Polaka,Bacciarellego / pętla autobusowa,5
Plac Grunwaldzki / Polaka,Bardzka / Piękna,9
Plac Grunwaldzki / Polaka,Bałtycka / Żmigrodzka,2
Plac Grunwaldzki / Polaka,Berenta / Kasprowicza,3
Plac Grunwaldzki / Polaka,Bezpieczna / Obornicka,2
Plac Grunwaldzki / Polaka,Borowska (Uniw. Szpital Kliniczny),2
Plac Grunwaldzki / Polaka,Buforowa - Vivaldiego,2
Plac Grunwaldzki / Polaka,Bystrzycka / Idzikowskiego,5
Plac Grunwaldzki / Polaka,Drobnera / Dubois,37
Plac Grunwaldzki / Polaka,Drobnera / Plac Bema,96
