source,target,weight
Plac Grunwaldzki / Polaka,Dworzec Główny,62
Plac Grunwaldzki / Polaka,Dworzec Główny południe,58
Plac Grunwaldzki / Polaka,Dyrekcyjna / Borowska (Wroclavia),12
Plac Grunwaldzki / Polaka,Fosa Miejska ,77
Plac Grunwaldzki / Polaka,Gliniana / Gajowa,13
Plac Grunwaldzki / Polaka,Gorlicka / Litewska,1
Plac Grunwaldzki / Polaka,Grabiszyńska / Aleja Hallera,1
Plac Grunwaldzki / Polaka,Grabiszyńska / Magazynierska (Corte Verona),2
Plac Grunwaldzki / Polaka,Grabiszyńska / Stalowa,8
Plac Grunwaldzki / Polaka,Grochowa / Jemiołowa,2
Plac Grunwaldzki / Polaka,Grota-Roweckiego / Parafialna,2
Plac Grunwaldzki / Polaka,Hubska / Prudnicka,44
Plac Grunwaldzki / Polaka,Jagiełły / Dmowskiego,7
Plac Grunwaldzki / Polaka,Janiszewskiego (PWr),21
Plac Grunwaldzki / Polaka,Jednoci Narodowej / Wyszyńskiego,21
Plac Grunwaldzki / Polaka,Joliot-Curie (Uwr),49
Plac Grunwaldzki / Polaka,Kamienna / Borowska (Aquapark),21
Plac Grunwaldzki / Polaka,Kamienna / Tomaszowska,15
Plac Grunwaldzki / Polaka,Karwińska / Opolska,11
Plac Grunwaldzki / Polaka,Kazimierza Wielkiego (Helios),82
Plac Grunwaldzki / Polaka,Klecińska / Duńska,1
Plac Grunwaldzki / Polaka,Komandorska / Kamienna,6
Plac Grunwaldzki / Polaka,Komandorska / Sanocka,4
Plac Grunwaldzki / Polaka,Konduktorska,2
Plac Grunwaldzki / Polaka,Kosmonautów / Glinianki / WUWA2,1
Plac Grunwaldzki / Polaka,Kołłštaja / Podwale,26
Plac Grunwaldzki / Polaka,Kociuszki / Komuny Paryskiej / Zgodna,80
Plac Grunwaldzki / Polaka,Kociuszki / Pułaskiego,134
Plac Grunwaldzki / Polaka,Krakowska / Leroy Merlin,12
Plac Grunwaldzki / Polaka,Kraszewskiego / Trzebnicka,3
Plac Grunwaldzki / Polaka,Krucza / Mielecka / Stalowa,1
Plac Grunwaldzki / Polaka,Krzycka / Aleja Karkonoska (Park Południowy),3
Plac Grunwaldzki / Polaka,Krzywoustego - Rynek Psie Pole,2
Plac Grunwaldzki / Polaka,Kurkowa / Dubois,11
Plac Grunwaldzki / Polaka,Legnicka (Park Magnolia),7
Plac Grunwaldzki / Polaka,Legnicka / Młodych Techników,11
Plac Grunwaldzki / Polaka,Legnicka / Wejherowska,5
Plac Grunwaldzki / Polaka,Legnicka / Zachodnia ,6
Plac Grunwaldzki / Polaka,Lotnicza / Bajana,4
Plac Grunwaldzki / Polaka,Lotnicza / Na Ostatnim Groszu,1
Plac Grunwaldzki / Polaka,Marca Polo (Olimpia Port),16
Plac Grunwaldzki / Polaka,Mickiewicza / pętla tramwajowa,6
Plac Grunwaldzki / Polaka,Miłoszycka / Swojczycka,2
Plac Grunwaldzki / Polaka,Młodych Techników,6
Plac Grunwaldzki / Polaka,Na Grobli (PWr - Geocentrum),105
Plac Grunwaldzki / Polaka,Norwida / Wyspiańskiego (PWr),62
Plac Grunwaldzki / Polaka,Nowowiejska / Górnickiego,69
Plac Grunwaldzki / Polaka,Nowowiejska / Jednoci Narodowej,9
Plac Grunwaldzki / Polaka,Nowowiejska / Wyszyńskiego,42
Plac Grunwaldzki / Polaka,Nyska / Jesionowa,5
Plac Grunwaldzki / Polaka,Nyska / Piękna,9
Plac Grunwaldzki / Polaka,Obornicka / Bałtycka,4
Plac Grunwaldzki / Polaka,Okulickiego,1
Plac Grunwaldzki / Polaka,Olszewskiego / Spółdzielcza,31
Plac Grunwaldzki / Polaka,Olszewskiego pętla tramwajowa,7
Plac Grunwaldzki / Polaka,Opolska / Siemianowicka,3
Plac Grunwaldzki / Polaka,Oporów (pętla tramwajowa),1
Plac Grunwaldzki / Polaka,Osobowicka / Ostrowska,1
Plac Grunwaldzki / Polaka,Partyzantów / Okrzei,11
Plac Grunwaldzki / Polaka,Pereca / Grabiszyńska,8
Plac Grunwaldzki / Polaka,Piaskowa / w. Ducha,187
Plac Grunwaldzki / Polaka,Plac Dominikański (Galeria Dominikańska),212
Plac Grunwaldzki / Polaka,Plac Grunwaldzki (DS Ołówek),111
Plac Grunwaldzki / Polaka,Plac Grunwaldzki / Polaka,816
Plac Grunwaldzki / Polaka,Plac Jana Pawła II (Akademia Muzyczna),16
Plac Grunwaldzki / Polaka,Plac Kociuszki (Renoma),20
Plac Grunwaldzki / Polaka,Plac Legionów,11
Plac Grunwaldzki / Polaka,Plac Powstańców Warszawy (Muzeum Narodowe),65
Plac Grunwaldzki / Polaka,Plac Powstańców lšskich,7
Plac Grunwaldzki / Polaka,Plac Staszica,15
Plac Grunwaldzki / Polaka,Plac Strzegomski / Poznańska,8
Plac Grunwaldzki / Polaka,Plac Uniwersytecki (UWr),87
Plac Grunwaldzki / Polaka,Plac więtego Macieja / Trzebnicka,21
Plac Grunwaldzki / Polaka,Poniatowskiego / Olenicka,23
Plac Grunwaldzki / Polaka,Popowicka / Niedwiedzia,3
Plac Grunwaldzki / Polaka,Powstańcow lšskich / Aleja Hallera,6
Plac Grunwaldzki / Polaka,Powstańców lšskich (Arkady Wrocławskie),21
Plac Grunwaldzki / Polaka,Promenady Wrocławskie,10
Plac Grunwaldzki / Polaka,Przyjani / Karkonoska,4
Plac Grunwaldzki / Polaka,Racławicka / Rymarska,3
Plac Grunwaldzki / Polaka,Radeckiego / Marcinkowskiego (Uniw. Medyczny - CNIM),16
Plac Grunwaldzki / Polaka,Reymonta / Kleczkowska,1
Plac Grunwaldzki / Polaka,Rondo Reagana,110
Plac Grunwaldzki / Polaka,Rynek,51
Plac Grunwaldzki / Polaka,Sienkiewicza / Piastowska,43
Plac Grunwaldzki / Polaka,Sienkiewicza / Wyszyńskiego,62
Plac Grunwaldzki / Polaka,Skarbowców / Wietrzna,1
Plac Grunwaldzki / Polaka,Solskiego / al. Piastów,1
Plac Grunwaldzki / Polaka,Stacyjna (Dworzec Mikołajów),3
Plac Grunwaldzki / Polaka,Stadion Olimpijski,2
Plac Grunwaldzki / Polaka,Strachocińska / Wieniacza,2
Plac Grunwaldzki / Polaka,Strzegomska / Estońska,6
Plac Grunwaldzki / Polaka,Szczęliwa (Sky Tower),16
Plac Grunwaldzki / Polaka,Szewska / Kazimierza Wielkiego ,37
Plac Grunwaldzki / Polaka,Tarnogajska / Klimasa,4
Plac Grunwaldzki / Polaka,Traugutta / Kociuszki,66
Plac Grunwaldzki / Polaka,Traugutta / Pułaskiego,62
Plac Grunwaldzki / Polaka,Wałbrzyska - pętla tramwajowa,3
Plac Grunwaldzki / Polaka,Wita Stwosza / Szewska,96
Plac Grunwaldzki / Polaka,Wojanowska / Arbuzowa,1
Plac Grunwaldzki / Polaka,Wróblewskiego (Teki),65
Plac Grunwaldzki / Polaka,Wróblewskiego (ZOO),79
Plac Grunwaldzki / Polaka,Wyszyńskiego / Szczytnicka,59
Plac Grunwaldzki / Polaka,Zachodnia / Poznańska,4
Plac Grunwaldzki / Polaka,Zaporoska / Gajowicka,3
Plac Grunwaldzki / Polaka,Zaporoska / Grabiszyńska,22
Plac Grunwaldzki / Polaka,Zwycięska / Ołtaszyńska,1
Plac Grunwaldzki / Polaka,al. Armii Krajowej / Bardzka,6
Plac Grunwaldzki / Polaka,al. Armii Krajowej / Borowska,10
Plac Grunwaldzki / Polaka,al. Armii Krajowej / Tarnogajska,2
Plac Grunwaldzki / Polaka,al. Brücknera / Kwidzyńska,8
Plac Grunwaldzki / Polaka,al. Kochanowskiego / Kopernika,52
Plac Grunwaldzki / Polaka,al. Kochanowskiego / niadeckich ,14
Plac Grunwaldzki / Polaka,al. Poprzeczna / stacja kolejowa,1
Plac Grunwaldzki / Polaka,pl. Orlšt Lwowskich,14
Plac Grunwaldzki / Polaka,pl. Powstańców Wielkopolskich,14
Plac Grunwaldzki / Polaka,Łukasiewicza / Smoluchowskiego (PWr),101
Plac Grunwaldzki / Polaka,lężna / Aleja Winiowa,6
Plac Grunwaldzki / Polaka,lężna / Kamienna (Uniw. Ekonomiczny),7
Plac Grunwaldzki / Polaka,lężna / Skierniewicka,1
Plac Grunwaldzki / Polaka,rubowa / Strzegomska,15
Plac Grunwaldzki / Polaka,widnicka / Piłsudskiego (Hotel Scandic),20
Plac Grunwaldzki / Polaka,wieradowska (Ferio Gaj ),11
Plac Grunwaldzki / Polaka,wieradowska / Krynicka,8
Plac Grunwaldzki / Polaka,Żelazna / Pereca,4
Plac Grunwaldzki / Polaka,Żeromskiego / Daszyńskiego,18
Plac Grunwaldzki / Polaka,Żeromskiego / Kluczborska,10
Plac Grunwaldzki / Polaka,Żmigrodzka / Broniewskiego,1
Plac Grunwaldzki / Polaka,Żmigrodzka / Marino,8
Plac Jana Pawła II (Akademia Muzyczna),Aleja Hallera / Mielecka,8
Plac Jana Pawła II (Akademia Muzyczna),Aleja Kromera,9
Plac Jana Pawła II (Akademia Muzyczna),Bacciarellego,1
Plac Jana Pawła II (Akademia Muzyczna),Bardzka / Piękna,1
Plac Jana Pawła II (Akademia Muzyczna),Bałtycka / Żmigrodzka,17
Plac Jana Pawła II (Akademia Muzyczna),Bezpieczna / Obornicka,5
Plac Jana Pawła II (Akademia Muzyczna),Borowska (Uniw. Szpital Kliniczny),2
Plac Jana Pawła II (Akademia Muzyczna),Buforowa - Vivaldiego,2
Plac Jana Pawła II (Akademia Muzyczna),Bystrzycka / Idzikowskiego,4
Plac Jana Pawła II (Akademia Muzyczna),Czekoladowa / Wałbrzyska,6
Plac Jana Pawła II (Akademia Muzyczna),Drobnera / Dubois,53
Plac Jana Pawła II (Akademia Muzyczna),Drobnera / Plac Bema,67
Plac Jana Pawła II (Akademia Muzyczna),Drzewieckiego / Dedala,22
Plac Jana Pawła II (Akademia Muzyczna),Dworzec Główny,191
Plac Jana Pawła II (Akademia Muzyczna),Dworzec Główny południe,63
Plac Jana Pawła II (Akademia Muzyczna),Dyrekcyjna / Borowska (Wroclavia),22
Plac Jana Pawła II (Akademia Muzyczna),Fabryczna / Wagonowa,20
Plac Jana Pawła II (Akademia Muzyczna),Fosa Miejska ,119
Plac Jana Pawła II (Akademia Muzyczna),Gliniana / Gajowa,8
Plac Jana Pawła II (Akademia Muzyczna),Grabiszyńska / Aleja Hallera,18
Plac Jana Pawła II (Akademia Muzyczna),Grabiszyńska / Magazynierska (Corte Verona),18
Plac Jana Pawła II (Akademia Muzyczna),Grabiszyńska / Stalowa,47
Plac Jana Pawła II (Akademia Muzyczna),Graniczna / Strzegomska,1
Plac Jana Pawła II (Akademia Muzyczna),Grochowa / Jemiołowa,31
Plac Jana Pawła II (Akademia Muzyczna),Grota-Roweckiego / Parafialna,1
Plac Jana Pawła II (Akademia Muzyczna),Hubska / Prudnicka,7
Plac Jana Pawła II (Akademia Muzyczna),Jagiełły / Dmowskiego,64
Plac Jana Pawła II (Akademia Muzyczna),Jagodzińska / Buforowa,3
Plac Jana Pawła II (Akademia Muzyczna),Janiszewskiego (PWr),11
Plac Jana Pawła II (Akademia Muzyczna),Jednoci Narodowej / Wyszyńskiego,7
Plac Jana Pawła II (Akademia Muzyczna),Jerzmanowska,1
Plac Jana Pawła II (Akademia Muzyczna),Joliot-Curie (Uwr),20
Plac Jana Pawła II (Akademia Muzyczna),Kamienna / Borowska (Aquapark),18
Plac Jana Pawła II (Akademia Muzyczna),Kamienna / Tomaszowska,12
Plac Jana Pawła II (Akademia Muzyczna),Kamieńskiego / Jutrosińska,3
Plac Jana Pawła II (Akademia Muzyczna),Kasprowicza / Syrokomli,2
Plac Jana Pawła II (Akademia Muzyczna),Kazimierza Wielkiego (Helios),89
Plac Jana Pawła II (Akademia Muzyczna),Klecińska / Duńska,1
Plac Jana Pawła II (Akademia Muzyczna),Komandorska / Kamienna,13
Plac Jana Pawła II (Akademia Muzyczna),Komandorska / Sanocka,19
Plac Jana Pawła II (Akademia Muzyczna),Konduktorska,1
Plac Jana Pawła II (Akademia Muzyczna),Kosmonautów / Fieldorfa szpital wojewódzki,4
Plac Jana Pawła II (Akademia Muzyczna),Kosmonautów / Glinianki / WUWA2,4
Plac Jana Pawła II (Akademia Muzyczna),Kozanowska / Pilczycka,15
Plac Jana Pawła II (Akademia Muzyczna),Kołłštaja / Podwale,44
Plac Jana Pawła II (Akademia Muzyczna),Kociuszki / Komuny Paryskiej / Zgodna,22
Plac Jana Pawła II (Akademia Muzyczna),Kociuszki / Pułaskiego,28
Plac Jana Pawła II (Akademia Muzyczna),Krakowska / Leroy Merlin,2
Plac Jana Pawła II (Akademia Muzyczna),Kraszewskiego / Trzebnicka,8
Plac Jana Pawła II (Akademia Muzyczna),Krucza / Mielecka / Stalowa,6
Plac Jana Pawła II (Akademia Muzyczna),Krzycka / Aleja Karkonoska (Park Południowy),2
Plac Jana Pawła II (Akademia Muzyczna),Krzywoustego / Korona,1
Plac Jana Pawła II (Akademia Muzyczna),Kurkowa / Dubois,54
Plac Jana Pawła II (Akademia Muzyczna),Legnicka (Park Magnolia),231
Plac Jana Pawła II (Akademia Muzyczna),Legnicka / Młodych Techników,92
Plac Jana Pawła II (Akademia Muzyczna),Legnicka / Wejherowska,119
Plac Jana Pawła II (Akademia Muzyczna),Legnicka / Zachodnia ,103
Plac Jana Pawła II (Akademia Muzyczna),Lenica - pętla tramwajowa,1
Plac Jana Pawła II (Akademia Muzyczna),Lotnicza / Bajana,44
Plac Jana Pawła II (Akademia Muzyczna),Lotnicza / Metalowców,10
Plac Jana Pawła II (Akademia Muzyczna),Lotnicza / Na Ostatnim Groszu,34
Plac Jana Pawła II (Akademia Muzyczna),Marca Polo (Olimpia Port),1
Plac Jana Pawła II (Akademia Muzyczna),Mickiewicza / pętla tramwajowa,2
Plac Jana Pawła II (Akademia Muzyczna),Miłoszycka / Swojczycka,2
Plac Jana Pawła II (Akademia Muzyczna),Mińska / stanisławowska,4
Plac Jana Pawła II (Akademia Muzyczna),Mršgowska / Rolna,4
Plac Jana Pawła II (Akademia Muzyczna),Młodych Techników,66
Plac Jana Pawła II (Akademia Muzyczna),Na Grobli (PWr - Geocentrum),14
Plac Jana Pawła II (Akademia Muzyczna),Na Ostatnim Groszu,20
Plac Jana Pawła II (Akademia Muzyczna),Norwida / Wyspiańskiego (PWr),13
Plac Jana Pawła II (Akademia Muzyczna),Nowowiejska / Górnickiego,12
Plac Jana Pawła II (Akademia Muzyczna),Nowowiejska / Jednoci Narodowej,16
Plac Jana Pawła II (Akademia Muzyczna),Nowowiejska / Wyszyńskiego,12
Plac Jana Pawła II (Akademia Muzyczna),Nyska / Jesionowa,7
Plac Jana Pawła II (Akademia Muzyczna),Nyska / Piękna,2
Plac Jana Pawła II (Akademia Muzyczna),Obornicka / Bałtycka,3
Plac Jana Pawła II (Akademia Muzyczna),Olszewskiego / Spółdzielcza,1
Plac Jana Pawła II (Akademia Muzyczna),Opolska / pętla tramwajowa,1
Plac Jana Pawła II (Akademia Muzyczna),Oporów (pętla tramwajowa),1
Plac Jana Pawła II (Akademia Muzyczna),Paprotna / Obornicka zajezdnia MPK,9
Plac Jana Pawła II (Akademia Muzyczna),Partyzantów / Okrzei,1
Plac Jana Pawła II (Akademia Muzyczna),Pereca / Grabiszyńska,59
Plac Jana Pawła II (Akademia Muzyczna),Piaskowa / w. Ducha,49
Plac Jana Pawła II (Akademia Muzyczna),Pilczycka (Stadion Miejski),14
Plac Jana Pawła II (Akademia Muzyczna),Pilczycka / Koszykarska,2
Plac Jana Pawła II (Akademia Muzyczna),Pilczycka / Kozanowska,10
Plac Jana Pawła II (Akademia Muzyczna),Piłsudskiego 13 od Jump Hall,3
Plac Jana Pawła II (Akademia Muzyczna),Plac Dominikański (Galeria Dominikańska),78
Plac Jana Pawła II (Akademia Muzyczna),Plac Grunwaldzki (DS Ołówek),5
Plac Jana Pawła II (Akademia Muzyczna),Plac Grunwaldzki / Polaka,43
Plac Jana Pawła II (Akademia Muzyczna),Plac Jana Pawła II (Akademia Muzyczna),1108
Plac Jana Pawła II (Akademia Muzyczna),Plac Kociuszki (Renoma),26
Plac Jana Pawła II (Akademia Muzyczna),Plac Legionów,153
Plac Jana Pawła II (Akademia Muzyczna),Plac Powstańców Warszawy (Muzeum Narodowe),14
Plac Jana Pawła II (Akademia Muzyczna),Plac Powstańców lšskich,22
Plac Jana Pawła II (Akademia Muzyczna),Plac Staszica,34
Plac Jana Pawła II (Akademia Muzyczna),Plac Strzegomski / Poznańska,115
Plac Jana Pawła II (Akademia Muzyczna),Plac Uniwersytecki (UWr),60
Plac Jana Pawła II (Akademia Muzyczna),Plac więtego Macieja / Trzebnicka,22
Plac Jana Pawła II (Akademia Muzyczna),Poleska / Litewska,1
Plac Jana Pawła II (Akademia Muzyczna),Poniatowskiego / Olenicka,21
Plac Jana Pawła II (Akademia Muzyczna),Popowicka,8
Plac Jana Pawła II (Akademia Muzyczna),Popowicka / Niedwiedzia,11
Plac Jana Pawła II (Akademia Muzyczna),Powstańcow lšskich / Aleja Hallera,35
Plac Jana Pawła II (Akademia Muzyczna),Powstańców lšskich (Arkady Wrocławskie),55
Plac Jana Pawła II (Akademia Muzyczna),Prochowicka / Dolnobrzeska,1
Plac Jana Pawła II (Akademia Muzyczna),Promenady Wrocławskie,23
Plac Jana Pawła II (Akademia Muzyczna),Przyjani,1
Plac Jana Pawła II (Akademia Muzyczna),Racławicka / Rymarska,2
Plac Jana Pawła II (Akademia Muzyczna),Radeckiego / Marcinkowskiego (Uniw. Medyczny - CNIM),2
Plac Jana Pawła II (Akademia Muzyczna),Reymonta / Kleczkowska,13
Plac Jana Pawła II (Akademia Muzyczna),Robotnicza / Fabryczna,20
Plac Jana Pawła II (Akademia Muzyczna),Rogowska / Zemska,3
Plac Jana Pawła II (Akademia Muzyczna),Rondo Reagana,29
Plac Jana Pawła II (Akademia Muzyczna),Rynek,137
Plac Jana Pawła II (Akademia Muzyczna),Sienkiewicza / Piastowska,3
Plac Jana Pawła II (Akademia Muzyczna),Sienkiewicza / Wyszyńskiego,100
Plac Jana Pawła II (Akademia Muzyczna),Skarbowców / Wietrzna,2
Plac Jana Pawła II (Akademia Muzyczna),Sołtysowicka / Redycka,1
Plac Jana Pawła II (Akademia Muzyczna),Stabłowicka / Główna,1
Plac Jana Pawła II (Akademia Muzyczna),Stacyjna (Dworzec Mikołajów),106
Plac Jana Pawła II (Akademia Muzyczna),Stadion Olimpijski,1
Plac Jana Pawła II (Akademia Muzyczna),Strachowskiego / Parafialna,1
Plac Jana Pawła II (Akademia Muzyczna),Strzegomska / Estońska,36
Plac Jana Pawła II (Akademia Muzyczna),Strzegomska / Rogowska,7
Plac Jana Pawła II (Akademia Muzyczna),Szczęliwa (Sky Tower),71
Plac Jana Pawła II (Akademia Muzyczna),Szewska / Kazimierza Wielkiego ,59
Plac Jana Pawła II (Akademia Muzyczna),Tarnogajska / Klimasa,4
Plac Jana Pawła II (Akademia Muzyczna),Traktatowa (przystanek kolejowy),5
Plac Jana Pawła II (Akademia Muzyczna),Traugutta / Kociuszki,3
Plac Jana Pawła II (Akademia Muzyczna),Traugutta / Pułaskiego,15
Plac Jana Pawła II (Akademia Muzyczna),Trymanda / Mińska,2
Plac Jana Pawła II (Akademia Muzyczna),Tyrmanda / Trawowa,3
Plac Jana Pawła II (Akademia Muzyczna),Waniliowa / Cynamonowa,1
Plac Jana Pawła II (Akademia Muzyczna),Wita Stwosza / Szewska,177
Plac Jana Pawła II (Akademia Muzyczna),Wojanowska / Arbuzowa,2
Plac Jana Pawła II (Akademia Muzyczna),Wróblewskiego (Teki),2
Plac Jana Pawła II (Akademia Muzyczna),Wróblewskiego (ZOO),21
Plac Jana Pawła II (Akademia Muzyczna),Wyszyńskiego / Szczytnicka,50
Plac Jana Pawła II (Akademia Muzyczna),Zachodnia / Poznańska,43
Plac Jana Pawła II (Akademia Muzyczna),Zaporoska / Gajowicka,73
Plac Jana Pawła II (Akademia Muzyczna),Zaporoska / Grabiszyńska,120
Plac Jana Pawła II (Akademia Muzyczna),Zaporoska / Wielka / Krucza,7
Plac Jana Pawła II (Akademia Muzyczna),Zwycięska / Agrestowa,3
Plac Jana Pawła II (Akademia Muzyczna),Zwycięska / Ołtaszyńska,2
Plac Jana Pawła II (Akademia Muzyczna),al. Armii Krajowej / Bardzka,6
Plac Jana Pawła II (Akademia Muzyczna),al. Armii Krajowej / Borowska,21
Plac Jana Pawła II (Akademia Muzyczna),al. Karkonoska / Jedziecka,2
Plac Jana Pawła II (Akademia Muzyczna),al. Kochanowskiego / Kopernika,2
Plac Jana Pawła II (Akademia Muzyczna),pl. Orlšt Lwowskich,116
Plac Jana Pawła II (Akademia Muzyczna),pl. Powstańców Wielkopolskich,32
Plac Jana Pawła II (Akademia Muzyczna),Łukasiewicza / Smoluchowskiego (PWr),8
Plac Jana Pawła II (Akademia Muzyczna),lężna / Aleja Winiowa,4
Plac Jana Pawła II (Akademia Muzyczna),lężna / Kamienna (Uniw. Ekonomiczny),6
Plac Jana Pawła II (Akademia Muzyczna),lężna / Skierniewicka,3
Plac Jana Pawła II (Akademia Muzyczna),lężna / pętla tramwajowa,1
Plac Jana Pawła II (Akademia Muzyczna),rubowa / Strzegomska,174
Plac Jana Pawła II (Akademia Muzyczna),widnicka / Piłsudskiego (Hotel Scandic),101
Plac Jana Pawła II (Akademia Muzyczna),wieradowska (Ferio Gaj ),2
Plac Jana Pawła II (Akademia Muzyczna),wieradowska / Krynicka,1
Plac Jana Pawła II (Akademia Muzyczna),Żelazna / Pereca,21
Plac Jana Pawła II (Akademia Muzyczna),Żeromskiego / Daszyńskiego,10
Plac Jana Pawła II (Akademia Muzyczna),Żeromskiego / Kluczborska,16
Plac Jana Pawła II (Akademia Muzyczna),Żmigrodzka / Broniewskiego,10
Plac Jana Pawła II (Akademia Muzyczna),Żmigrodzka / Marino,4
Plac Kociuszki (Renoma),Aleja Hallera / Mielecka,32
Plac Kociuszki (Renoma),Aleja Kromera,6
Plac Kociuszki (Renoma),Bacciarellego,2
Plac Kociuszki (Renoma),Bacciarellego / pętla autobusowa,1
Plac Kociuszki (Renoma),Bardzka / Piękna,5
Plac Kociuszki (Renoma),Bałtycka / Żmigrodzka,3
Plac Kociuszki (Renoma),Bezpieczna / Obornicka,4
Plac Kociuszki (Renoma),Borowska (Uniw. Szpital Kliniczny),17
Plac Kociuszki (Renoma),Buforowa - Vivaldiego,5
Plac Kociuszki (Renoma),Czekoladowa / Wałbrzyska,2
Plac Kociuszki (Renoma),Drobnera / Dubois,47
Plac Kociuszki (Renoma),Drobnera / Plac Bema,37
Plac Kociuszki (Renoma),Dworzec Główny,103
Plac Kociuszki (Renoma),Dworzec Główny południe,85
Plac Kociuszki (Renoma),Dyrekcyjna / Borowska (Wroclavia),40
Plac Kociuszki (Renoma),Fabryczna / Wagonowa,2
Plac Kociuszki (Renoma),Fosa Miejska ,103
Plac Kociuszki (Renoma),Gliniana / Gajowa,24
Plac Kociuszki (Renoma),Gorlicka / Litewska,1
Plac Kociuszki (Renoma),Grabiszyńska / Aleja Hallera,20
Plac Kociuszki (Renoma),Grabiszyńska / Magazynierska (Corte Verona),10
Plac Kociuszki (Renoma),Grabiszyńska / Stalowa,57
Plac Kociuszki (Renoma),Grochowa / Jemiołowa,19
Plac Kociuszki (Renoma),Grota-Roweckiego / Parafialna,5
Plac Kociuszki (Renoma),Hallera / Odkrywców,2
Plac Kociuszki (Renoma),Hubska / Prudnicka,33
Plac Kociuszki (Renoma),Jagiełły / Dmowskiego,24
Plac Kociuszki (Renoma),Jagodzińska / Buforowa,1
Plac Kociuszki (Renoma),Janiszewskiego (PWr),10
Plac Kociuszki (Renoma),Jednoci Narodowej / Wyszyńskiego,6
Plac Kociuszki (Renoma),Jerzmanowska,2
Plac Kociuszki (Renoma),Joliot-Curie (Uwr),3
Plac Kociuszki (Renoma),Kamienna / Borowska (Aquapark),23
Plac Kociuszki (Renoma),Kamienna / Tomaszowska,9
Plac Kociuszki (Renoma),Kamieńskiego / Jutrosińska,1
Plac Kociuszki (Renoma),Kazimierza Wielkiego (Helios),126
